datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas.1,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir.1,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2020-03-01 00:00:00+01:00,-4.92,47235.285,4668.785,3931.6825,3303.6025,0.0,1969.6574999999998,433.115,0.0,26.2875,448.89,899.4875,1668.6925,89.1,0.0,7354.2125,290.2575,154.285,0.41000000000000003,790.6575,4777.7575,30769.8025
2020-03-01 01:00:00+01:00,-3.88,45486.31,4623.6275000000005,3936.43,3318.6925,0.0,1970.0500000000002,433.7125,0.0,26.8475,313.6175,1064.825,1654.2024999999999,92.31,0.0,7057.68,290.28,154.63,0.4075,789.8050000000001,4621.915,30912.1025
2020-03-01 02:00:00+01:00,-6.98,44423.505000000005,4610.7675,3915.0074999999997,3352.63,0.0,1931.72,432.86,0.0,26.9475,302.465,1839.005,1649.1625,78.8375,0.0,7042.41,290.125,154.8175,0.425,793.405,4003.69,30975.48
2020-03-01 03:00:00+01:00,-3.88,44350.5225,4596.8324999999995,3948.9775,3369.87,0.0,1949.7775,435.705,0.0,27.1225,346.78499999999997,1792.105,1652.5225,62.835,0.0,6982.4575,285.61,154.88,0.47250000000000003,780.9325,4101.035,31381.5425
2020-03-01 04:00:00+01:00,-1.02,44666.28,4599.2475,3961.11,3394.4825,0.0,1955.9575,436.2175,0.0,27.12,602.24,1599.7424999999998,1652.7325,48.2675,0.0,6876.82,284.0775,155.18,0.625,786.315,4160.1475,31693.465
2020-03-01 05:00:00+01:00,-1.03,44605.494999999995,4622.25,4010.485,3401.9875,0.0,1957.8625,434.82,0.0,26.6175,618.3725000000001,1728.8825,1654.6200000000001,40.5325,0.0,6936.0625,283.975,155.2375,0.8575,792.395,4159.635,31841.6
2020-03-01 06:00:00+01:00,-5.3,44565.56,4653.6375,4012.285,3437.52,0.0,1941.5625,433.405,0.0,26.4675,616.075,1481.0725,1665.025,28.335,0.0,6824.1675,283.9075,154.1625,3.3175,779.1675,4058.5975,31983.1475
2020-03-01 07:00:00+01:00,-3.89,46369.03,4707.8725,4001.4825,3392.4674999999997,0.0,1941.3474999999999,433.6625,0.0,25.7775,548.71,1494.275,1664.565,34.317499999999995,0.0,6971.0,283.94,153.315,700.13,787.9275,4839.1725,31545.83
2020-03-01 08:00:00+01:00,-0.05,50273.35,4774.8375,4007.6525,3401.1025,0.0,1943.08,433.6975,0.0,24.715,570.1425,1695.65,1668.4425,45.379999999999995,0.0,7270.6075,284.27,155.7475,3740.035,781.1875,4990.04,31381.260000000002
2020-03-01 09:00:00+01:00,-0.23,53067.0125,4792.37,4095.17,3486.355,0.0,1926.6675,433.985,0.0,24.39,720.9175,1425.505,1656.3400000000001,34.442499999999995,0.0,7296.4,289.6975,159.5625,8160.725,784.74,4711.555,31658.9025
2020-03-01 10:00:00+01:00,-4.03,56744.75,4763.445,4007.96,3437.86,0.0,1926.6775,434.85,0.0,23.85,1061.3899999999999,2785.715,1649.42,26.607499999999998,0.0,7194.5575,289.7475,159.8725,11972.7825,781.2574999999999,4188.17,32596.644999999997
2020-03-01 11:00:00+01:00,-2.16,59404.182499999995,4730.9349999999995,4019.37,3391.52,0.0,1938.835,433.7,0.0,23.37,2073.49,2470.52,1643.55,27.3325,0.0,6977.42,278.18,158.20749999999998,14749.26,766.605,4189.1775,33035.65
2020-03-01 12:00:00+01:00,-6.97,58566.865,4679.52,4029.1549999999997,3322.5550000000003,1.29,1939.0275,433.6025,0.0,23.1025,2228.1375,2629.3575,1634.0175,35.955,0.0,6708.9025,277.505,157.675,15161.54,760.5925,3875.09,32300.947500000002
2020-03-01 13:00:00+01:00,-7.85,56544.4975,4670.889999999999,4193.1075,3276.7025,1.5775000000000001,1942.595,433.4075,0.0,22.9425,2235.3725,2232.2175,1631.4675,26.1325,0.0,6398.105,277.365,157.4075,14612.9725,770.37,3754.3825,29990.43
2020-03-01 14:00:00+01:00,-5.06,54814.369999999995,4663.51,4226.345,3308.565,1.5975000000000001,1914.5825,433.275,0.0,22.7425,2362.7,1901.07,1629.9325,39.3725,0.0,6500.1825,277.495,156.7525,13625.32,785.5275,3996.9425,27036.5025
2020-03-01 15:00:00+01:00,0.03,53432.3725,4662.6375,4272.02,3360.6925,1.5950000000000002,1954.0025,433.6875,0.0,22.775,1451.3875,901.3325,1627.5375000000001,115.94,0.0,6901.9125,279.3425,155.8725,10470.205,789.625,5213.895,23796.775
2020-03-01 16:00:00+01:00,15.11,52884.1125,4689.12,5191.672500000001,4080.135,1.5975000000000001,2287.965,433.695,0.0,22.865,1241.795,484.275,1624.2425,137.29000000000002,0.0,7632.6975,299.9925,167.195,5466.3175,790.47,5472.907499999999,18278.63
2020-03-01 17:00:00+01:00,33.07,54542.575,4782.5725,7100.64,4654.67,1.5925,3160.6675,433.41999999999996,0.0,23.064999999999998,1885.0875,472.7975,1619.4325,142.175,0.0,7927.6925,317.5825,175.6125,1014.71,784.175,5531.2525000000005,14344.81
2020-03-01 18:00:00+01:00,34.7,58409.79,4871.365,7574.1675,5330.7125,1.5775000000000001,3255.0425,432.7875,0.0,23.435000000000002,2890.0875,2510.375,1624.205,111.69749999999999,0.0,7920.8425,345.265,188.29,2.24,781.5,5699.94,14474.445
2020-03-01 19:00:00+01:00,36.12,58527.8475,4890.3075,7351.8875,5496.67,1.59,3076.5875,433.03,0.0,23.8525,2200.495,2674.2175,1624.7875,62.2375,0.0,7928.7225,352.03,190.98,0.495,766.5575,5908.15,15335.710000000001
2020-03-01 20:00:00+01:00,31.49,55670.755,4837.84,7323.87,5578.2125,1.5925,2523.43,432.23,0.0,24.2175,1513.81,3012.74,1623.2125,51.515,0.0,7901.775,358.735,194.9425,0.40249999999999997,783.935,5354.7925,16951.97
2020-03-01 21:00:00+01:00,26.1,54072.7875,4796.0425000000005,7127.775000000001,5297.6425,1.5725,2185.3925,433.6925,0.0,24.322499999999998,747.9125,3251.735,1627.8274999999999,70.545,0.0,7937.95,361.17,196.14499999999998,0.3825,783.715,4997.1224999999995,17528.0925
2020-03-01 22:00:00+01:00,27.76,53402.8575,4727.99,6868.1475,5270.4349999999995,1.615,2222.1974999999998,433.6925,0.0,25.07,1137.415,1071.7775000000001,1633.585,78.2625,0.0,7941.905000000001,361.16999999999996,194.07750000000001,0.3275,781.9375,4878.695,17674.3
2020-03-01 23:00:00+01:00,24.24,50257.44,4677.1025,6245.0425000000005,5234.96,1.5825,2230.1425,433.0625,0.0,25.63,896.0525,619.8050000000001,1646.885,89.91,0.0,7925.0625,355.475,191.4275,0.4075,782.5550000000001,4734.0625,18566.57
2020-03-02 00:00:00+01:00,24.31,48566.125,4631.5199999999995,5381.325,4890.215,1.6125,2266.36,433.7,0.0,25.6625,1387.7350000000001,1757.83,1649.12,150.41750000000002,0.0,7916.3575,351.7075,184.9325,0.595,787.24,4794.48,18085.67
2020-03-02 01:00:00+01:00,23.3,46830.6225,4620.945,5181.8475,4853.48,1.59,2240.295,432.86249999999995,0.0,25.4675,2308.4475,2214.82,1634.6925,111.57,0.0,7893.48,344.01,182.17000000000002,0.6275,783.855,3980.3424999999997,18319.9575
2020-03-02 02:00:00+01:00,21.71,46219.0825,4591.4325,5032.3575,4842.83,1.6025,2196.07,433.0675,0.0,25.39,2373.37,2831.3475,1630.3,73.2875,0.0,7878.8475,339.84250000000003,182.18,0.615,783.7825,3130.9275,17906.565000000002
2020-03-02 03:00:00+01:00,19.2,46833.1525,4583.9775,5329.0025000000005,4885.235,1.6125,2218.705,433.6925,0.0,25.5125,2272.1875,2592.2275,1623.75,94.68,0.0,7875.5275,382.8675,182.84,0.765,775.0450000000001,2822.125,17184.585
2020-03-02 04:00:00+01:00,19.15,48909.520000000004,4535.6775,5863.2325,5154.2675,1.59,2750.4125,436.2075,0.0,25.535,2190.21,2528.0724999999998,1617.36,71.015,0.0,7915.0175,404.985,194.0575,0.9625,792.1424999999999,3004.4175,16595.447500000002
2020-03-02 05:00:00+01:00,23.53,53642.3775,4538.155,7113.18,5949.11,1.58,3593.5775,436.2125,0.0,25.9575,542.825,1280.02,1622.5075,87.21000000000001,0.0,7938.8925,421.0125,200.6475,1.1625,795.575,3447.785,15780.7275
2020-03-02 06:00:00+01:00,30.91,62136.5,4595.53,9821.2025,7407.93,1.5975000000000001,5118.8625,436.2,0.0,26.265,1592.7075,473.8875,1628.0875,124.69999999999999,0.0,8018.85,431.68,200.57,3.06,797.8875,3230.54,15268.407500000001
2020-03-02 07:00:00+01:00,37.0,66827.3025,4723.37,11670.0125,8965.377499999999,1.5950000000000002,6627.3,436.21000000000004,0.0,26.035,906.0250000000001,2763.2475,1633.515,102.8575,0.0,8022.095,433.8025,202.825,1230.5975,795.2325,3455.2975,13877.2375
2020-03-02 08:00:00+01:00,39.92,68957.92,4776.035,12495.29,9617.875,1.635,7612.2075,436.225,0.0,24.8825,872.0675,1812.5900000000001,1638.04,109.605,0.0,8027.61,435.135,205.2025,5592.3724999999995,766.9075,3215.775,11479.1025
2020-03-02 09:00:00+01:00,36.94,69427.4025,4753.4925,12780.605,10221.4175,1.6075,7897.3625,436.125,0.0,24.01,602.0225,1717.9925,1643.51,84.205,0.0,8024.7025,435.3625,209.7075,10506.2575,758.8375,2995.33,9450.5925
2020-03-02 10:00:00+01:00,36.71,69939.195,4684.0599999999995,12882.560000000001,10319.32,0.0,8168.9525,436.21,0.0,23.740000000000002,777.535,243.64,1653.2175,119.44,0.0,8027.5725,439.385,210.0225,14414.9025,756.14,2243.185,8112.9400000000005
2020-03-02 11:00:00+01:00,37.03,70254.4525,4639.8175,12871.0275,10518.83,0.0,8268.3475,436.2125,0.0,23.697499999999998,567.8025,302.73749999999995,1645.5,85.855,0.0,8022.5725,445.14,207.035,16069.7225,738.7925,1783.655,6758.9925
2020-03-02 12:00:00+01:00,35.13,69742.89,4599.4625,12868.54,10596.53,0.0,8367.4175,436.205,0.0,23.4775,401.0,114.2575,1643.1275,98.8,0.0,8006.59,446.77,209.47,15759.46,717.025,1134.7225,5724.395
2020-03-02 13:00:00+01:00,35.35,69335.62,4600.5275,12913.407500000001,10654.8225,0.0,8713.81,435.0575,0.0,23.322499999999998,1213.755,158.2975,1637.065,132.1525,0.0,8006.702499999999,446.65,210.865,13868.175,732.63,701.075,4968.9425
2020-03-02 14:00:00+01:00,34.74,68115.275,4611.797500000001,12985.6875,10869.567500000001,0.0,8716.8875,438.7375,0.0,23.1575,887.64,245.8425,1635.8325,186.625,0.0,8028.3175,440.0875,208.3725,10637.692500000001,740.4375,545.23,4882.21
2020-03-02 15:00:00+01:00,36.79,67951.18000000001,4630.8099999999995,13199.68,10938.055,0.0,8521.157500000001,436.0775,0.0,23.3175,521.595,650.385,1638.515,130.93,0.0,8029.5575,435.1425,202.0925,6757.73,744.285,446.335,5250.6275000000005
2020-03-02 16:00:00+01:00,38.93,66864.585,4704.295,13393.6225,11418.33,0.0,8605.4875,433.7025,0.0,23.25,908.94,262.845,1647.4850000000001,198.915,0.0,8028.1025,434.915,203.0025,3070.8225,792.595,331.03499999999997,5518.3425
2020-03-02 17:00:00+01:00,41.09,68038.7625,4775.91,13510.6775,11818.82,0.0,9441.225,433.5775,0.0,23.4575,1998.5175,2507.96,1653.0125,197.9725,0.0,8021.4225,442.2475,207.6325,450.93,792.06,236.475,5732.6425
2020-03-02 18:00:00+01:00,49.5,71165.0125,4804.4625,13532.0,12270.475,0.0,9935.9475,433.70500000000004,0.0,23.63,3376.2799999999997,2656.5,1657.1625,333.6325,0.0,8031.645,447.2625,209.555,1.2225,790.9275,269.125,6671.4475
2020-03-02 19:00:00+01:00,43.92,70510.0275,4800.6775,13290.5075,12409.89,0.0,9900.7375,433.6925,0.0,23.8625,2645.2725,2642.7925,1665.145,234.8,0.0,8022.4875,447.5475,209.79,0.5575,790.1800000000001,303.25,7249.48
2020-03-02 20:00:00+01:00,37.75,66321.98,4739.955,13218.425,11948.1175,0.0,9043.8425,433.6925,0.0,24.41,1066.2425,1975.9450000000002,1674.5725,74.975,0.0,8023.04,447.045,208.085,0.555,791.6125,318.9075,7162.3975
2020-03-02 21:00:00+01:00,33.54,62747.380000000005,4689.4875,13093.93,11386.8925,0.0,8164.295,434.3375,0.0,24.305,774.1225,659.065,1684.7125,91.6975,0.0,8037.635,438.735,204.0975,0.51,790.1075000000001,558.26,7217.0325
2020-03-02 22:00:00+01:00,30.88,59468.4625,4604.9725,12639.8575,10782.4225,0.0,6642.0650000000005,436.2075,0.0,24.6175,535.2375,611.4075,1693.4475,59.7575,0.0,8036.99,430.14750000000004,200.20999999999998,0.44999999999999996,794.4024999999999,447.325,7589.265
2020-03-02 23:00:00+01:00,28.97,55089.317500000005,4530.0975,11984.6,9439.58,0.0,5492.8150000000005,436.205,0.0,25.305,361.6025,785.9925000000001,1699.7175,86.435,0.0,8038.0825,425.4275,198.0775,0.48,798.0975,418.33,8659.265
2020-03-03 00:00:00+01:00,26.04,51674.8775,4490.6825,11046.06,8943.782500000001,0.0,4534.3475,436.22749999999996,0.0,25.7125,1750.16,2070.8925,1709.9625,154.34,0.0,8039.555,372.3175,183.8975,0.5700000000000001,792.31,926.1524999999999,9540.77
2020-03-03 01:00:00+01:00,25.04,50134.7075,4490.63,9624.1425,8585.34,0.0,4130.1125,436.21500000000003,0.0,25.865000000000002,2528.4325,3173.885,1716.5,166.8425,0.0,8038.2075,371.21,183.5375,0.5925,796.195,1429.2575,10100.255000000001
2020-03-03 02:00:00+01:00,24.53,49718.99,4485.7275,8521.17,8245.1825,0.0,4002.7675,436.22,0.0,25.975,2523.5950000000003,3278.3375,1720.57,180.9675,0.0,8048.2275,371.22249999999997,183.695,0.58,786.14,1863.7275,10367.935000000001
2020-03-03 03:00:00+01:00,24.1,50650.542499999996,4495.76,8559.845,8014.215,0.0,4110.8025,436.25,0.0,25.8875,2498.3675,3052.4325,1723.8775,205.6775,0.0,8052.8,371.395,184.305,0.7224999999999999,771.6475,1890.0075,10569.9825
2020-03-03 04:00:00+01:00,24.45,52158.085,4514.92,9800.76,8546.095,0.0,4672.5650000000005,436.755,0.0,25.525,2491.965,2660.0475,1726.75,164.66750000000002,0.0,8052.65,373.645,184.9075,0.885,775.825,1974.56,10673.897500000001
2020-03-03 05:00:00+01:00,28.5,55794.365000000005,4557.965,11042.51,9198.625,0.0,6183.4225,436.21750000000003,0.0,25.2775,2071.8050000000003,1261.8025,1723.7575,103.8475,0.0,8054.3375,385.1225,185.5275,1.01,775.1825,1873.1125,11163.4975
2020-03-03 06:00:00+01:00,35.68,63381.0025,4633.4,12707.3925,10448.744999999999,0.0,8867.06,436.2075,0.0,25.135,1411.9625,475.21000000000004,1727.0349999999999,211.72750000000002,0.0,8059.1975,409.73,194.7625,3.8699999999999997,777.39,1359.8125,11438.3625
2020-03-03 07:00:00+01:00,42.3,67974.1575,4771.8525,13359.755,11479.435000000001,0.0,10583.2125,436.21000000000004,0.0,25.0925,2862.8775,1668.7275,1727.6275,342.45500000000004,0.0,8067.7725,412.39,194.1825,413.28999999999996,772.96,1154.9325,11290.662499999999
2020-03-03 08:00:00+01:00,45.6,70206.995,4795.5425,13358.6125,12218.2625,0.0,11182.61,436.6225,0.0,25.125,3039.4025,3078.1475,1730.3000000000002,392.6,0.0,8066.84,427.7625,197.0675,2566.1425,772.845,1095.9575,10698.4075
2020-03-03 09:00:00+01:00,41.68,70081.0575,4750.5625,13082.685,12297.85,0.0,11219.71,436.205,0.0,25.105,2115.7075,1434.44,1728.455,151.73,0.0,8069.0650000000005,429.5575,197.19,6017.5875,770.8100000000001,1105.6425,10145.375
2020-03-03 10:00:00+01:00,37.97,70894.7225,4691.7375,12910.6025,11672.1325,0.0,11045.235,436.1625,0.2,25.115000000000002,1189.595,133.075,1736.875,136.69,0.0,8062.9975,429.08,192.8825,8970.9725,771.01,1307.945,10648.4375
2020-03-03 11:00:00+01:00,34.83,71848.1775,4639.66,12642.3325,11532.0275,0.0,10953.9475,436.07,0.25,25.06,1729.1575,138.16,1726.25,146.185,0.0,8061.35,456.1975,196.36,10182.067500000001,765.38,1331.725,12188.0425
2020-03-03 12:00:00+01:00,31.82,70509.0625,4576.5525,12883.325,11584.86,0.0,10959.2075,436.07,0.24,24.8875,688.44,345.515,1725.345,143.2475,0.0,8058.7474999999995,455.865,197.0425,10508.8825,755.275,1366.3125,13160.205
2020-03-03 13:00:00+01:00,33.96,69800.3625,4571.5975,13022.3725,11774.289999999999,0.0,10941.82,436.11,0.2675,24.752499999999998,351.8,57.905,1740.93,196.22750000000002,0.0,8052.075,460.1325,198.025,10190.9175,768.2375,1422.2649999999999,13032.157500000001
2020-03-03 14:00:00+01:00,35.93,68853.2375,4564.275,12992.697499999998,11993.2775,0.0,10851.175,436.235,0.255,24.8425,358.8075,472.2725,1751.2125,249.165,0.0,8050.8475,464.53,198.925,9038.34,763.7825,972.625,11919.8375
2020-03-03 15:00:00+01:00,37.66,67852.58499999999,4611.735000000001,12977.83,12161.872500000001,0.0,10999.4075,435.5225,0.2725,24.8725,309.175,520.3975,1766.2225,218.1325,0.0,8052.075,470.90999999999997,199.2775,6920.42,776.855,782.4275,10036.305
2020-03-03 16:00:00+01:00,39.84,66463.675,4685.327499999999,13013.705,12607.4325,0.0,11402.9125,433.77,0.26,25.127499999999998,554.55,718.65,1781.28,206.45499999999998,0.0,8061.945,471.65999999999997,200.6325,3916.745,774.22,693.7674999999999,8204.3225
2020-03-03 17:00:00+01:00,41.73,67039.285,4760.395,13004.81,12993.55,0.0,11696.365,436.485,0.235,25.25,1468.8325,2614.56,1784.97,279.5425,0.0,8065.4475,472.025,203.505,981.0175,762.8675,673.4225,6709.915
2020-03-03 18:00:00+01:00,55.98,70064.6325,4784.547500000001,12991.66,13074.47,0.0,11840.195,436.07,0.255,25.6875,2201.865,2606.795,1793.155,369.4375,0.0,8066.6325,472.32,200.8775,7.79,777.595,632.5975,6761.465
2020-03-03 19:00:00+01:00,56.9,70206.72,4790.8,13114.125,13106.285,0.0,11891.945,436.07,0.26,25.91,2793.6075,2649.6,1799.8275,263.6275,0.0,8060.89,472.4125,199.76749999999998,0.675,772.27,511.10249999999996,7851.005
2020-03-03 20:00:00+01:00,40.93,66371.945,4722.3150000000005,13105.3375,13003.4525,0.0,11359.64,436.07,0.26,26.2225,1099.0675,2940.9674999999997,1809.3625,106.785,0.0,8056.0875,472.595,199.95250000000001,0.6025,777.0725,454.2,9444.555
2020-03-03 21:00:00+01:00,38.19,62653.9225,4654.629999999999,13042.5525,12119.4225,0.0,9950.6525,436.07,0.2575,26.335,367.15250000000003,685.6175000000001,1814.9575,111.3475,0.0,8050.375,472.5025,199.6625,0.56,787.035,574.3025,10148.877499999999
2020-03-03 22:00:00+01:00,35.03,59568.442500000005,4590.355,12982.2925,11388.9525,0.0,8442.9975,436.07,0.3,26.7725,610.4175,854.755,1814.9,85.47749999999999,0.0,8049.5775,462.2125,195.1825,0.4925,773.3025,902.545,11282.154999999999
2020-03-03 23:00:00+01:00,31.29,55560.475,4528.59,12729.0925,10318.404999999999,0.0,6447.2225,436.07,0.2825,27.2225,1294.6775,1243.0925,1822.1925,58.879999999999995,0.0,8023.855,459.8725,193.545,0.5700000000000001,784.4925,1057.0575,12195.2975
2020-03-04 00:00:00+01:00,30.1,53348.63,4472.6275000000005,11552.9875,9956.79,0.0,5404.175,436.36,0.285,27.6025,2447.1975,2224.8475,1819.065,113.715,0.0,8048.1125,456.81,189.02,0.565,522.9975,1329.995,12318.53
2020-03-04 01:00:00+01:00,28.1,51589.0925,4466.3525,10724.625,9925.84,0.0,4817.53,435.945,0.275,27.525,2378.0525,3119.4,1804.8875,167.15,0.0,8055.3375,456.595,188.075,0.5974999999999999,523.6825,1380.93,12194.942500000001
2020-03-04 02:00:00+01:00,27.08,50836.99,4455.5075,10318.365,9935.29,0.0,4710.3525,433.685,0.2825,27.4325,2344.17,3253.37,1797.655,110.4375,0.0,8056.0,456.66499999999996,190.09,0.62,519.6025,1446.7649999999999,11839.16
2020-03-04 03:00:00+01:00,26.8,51567.3625,4454.77,9974.9375,9465.69,0.0,4826.32,433.56,0.255,27.072499999999998,2373.4449999999997,3278.2625,1783.54,47.192499999999995,0.0,8026.84,456.775,189.9875,0.7275,516.735,1364.0625,12057.0425
2020-03-04 04:00:00+01:00,26.8,52862.88,4473.6525,10344.1175,9677.935,0.0,5080.8225,433.56,0.265,26.6525,2465.1525,2955.1949999999997,1777.1125,117.6375,0.0,8028.5275,456.83500000000004,189.925,0.8175,517.4075,1432.2475,11221.2225
2020-03-04 05:00:00+01:00,30.05,56162.1675,4531.31,11605.1175,10603.970000000001,0.0,6661.717500000001,434.0625,0.2925,26.175,1777.9325,1930.6175,1780.715,63.519999999999996,0.0,8053.0925,463.08,192.175,1.09,530.68,1522.0774999999999,10688.2625
2020-03-04 06:00:00+01:00,36.51,63329.72,4605.745,12898.675,11379.4375,0.0,9783.432499999999,433.56,0.27249999999999996,25.82,485.42,758.755,1764.45,127.5675,0.0,8046.7675,478.7875,198.4,9.76,526.4100000000001,1493.48,10172.7125
2020-03-04 07:00:00+01:00,47.2,68468.6225,4742.9875,13039.29,12022.497500000001,0.0,11268.575,433.56,0.255,25.4525,1047.0175,3005.7075,1746.105,207.1725,0.0,8048.6875,479.15999999999997,196.97750000000002,1064.0425,523.3575000000001,1390.45,9507.92
2020-03-04 08:00:00+01:00,54.75,70630.5,4790.8225,13157.7875,12438.119999999999,0.0,11914.585,434.02,0.245,25.05,2078.9700000000003,2729.7525,1728.4625,236.095,0.0,8065.855,478.8025,190.51500000000001,4346.9775,522.11,1352.0025,8556.835
2020-03-04 09:00:00+01:00,50.32,70464.52249999999,4750.155,13101.6475,12416.1275,0.0,11937.1625,433.56,0.2525,24.505,1586.145,2057.1275,1732.56,165.215,0.0,8063.18,477.7675,189.4075,8537.7775,524.6075,1447.2225,7499.110000000001
2020-03-04 10:00:00+01:00,44.23,70929.8,4691.2575,13102.065,12111.967499999999,0.0,11401.0925,429.84749999999997,0.2525,24.3575,632.0025,334.465,1760.7675,123.8725,0.0,8056.2625,480.6275,189.225,11610.1075,527.4725,1514.0325,6990.27
2020-03-04 11:00:00+01:00,41.09,71759.96250000001,4648.3575,13097.445,12004.475,0.0,11515.63,426.05,0.27,24.41,730.7850000000001,132.82750000000001,1731.9875,201.375,0.0,8043.715,486.23,189.5025,13311.8225,522.9025,1451.9099999999999,7607.645
2020-03-04 12:00:00+01:00,37.9,71146.825,4598.6925,12994.5775,11843.8325,0.0,11238.105,426.05,0.245,24.425,513.26,274.06,1723.505,117.2525,0.0,8040.7925,493.14250000000004,191.7925,13066.3925,511.45500000000004,1459.745,8296.97
2020-03-04 13:00:00+01:00,35.97,70090.55500000001,4618.7525000000005,13010.6975,11728.08,0.0,11264.9475,426.425,0.26,24.197499999999998,653.435,396.84749999999997,1736.6025,250.6975,0.0,8037.8025,491.65,191.4875,11458.630000000001,516.23,1637.095,8794.54
2020-03-04 14:00:00+01:00,35.0,68581.85500000001,4662.87,12985.39,11840.5025,0.0,11213.885,426.05,0.2275,24.192500000000003,546.0925,317.0375,1764.53,134.635,0.0,8044.535,491.08500000000004,191.6875,9735.4575,507.235,1667.1075,8749.744999999999
2020-03-04 15:00:00+01:00,35.88,67928.4825,4734.150000000001,12995.407500000001,12115.15,0.0,11416.6875,426.46750000000003,0.24,24.0925,686.525,456.2525,1764.05,181.955,0.0,8046.065,491.1925,191.9075,7143.675,508.9425,1738.17,7451.8324999999995
2020-03-04 16:00:00+01:00,39.5,66964.1575,4818.2325,12956.057499999999,12075.2875,0.0,12196.432499999999,431.0175,0.245,24.095,796.4975000000001,317.5525,1759.8025,176.62,0.0,8046.835,491.0925,194.115,4018.2525,509.255,1499.235,5642.145
2020-03-04 17:00:00+01:00,48.49,67845.3075,4901.08,12994.0675,12288.67,0.0,12458.665,431.06,0.2175,24.55,1463.0475000000001,2784.4625,1754.165,90.57249999999999,0.0,8036.92,491.105,194.6,957.0074999999999,529.2175,1347.8225,4219.547500000001
2020-03-04 18:00:00+01:00,64.7,70418.0675,4968.045,13130.235,12926.154999999999,0.0,13033.5,430.9325,0.2375,25.09,3003.5175,2721.3875,1754.375,135.3225,0.0,8053.16,491.0,194.8525,10.365,532.235,1023.5325,3918.4725
2020-03-04 19:00:00+01:00,63.34,70177.0425,5002.4325,13175.317500000001,12860.490000000002,0.0,12897.0825,431.06,0.2375,26.665,2413.15,2864.85,1757.2625,52.684999999999995,0.0,8058.745,491.1425,195.42249999999999,0.7025,531.28,871.96,4544.5599999999995
2020-03-04 20:00:00+01:00,43.58,65817.44,4928.8475,13151.895,12458.012499999999,0.0,12276.970000000001,430.975,0.3,27.415,2207.4049999999997,629.3475,1751.8225,46.8025,0.0,8059.815,491.33,196.4525,0.655,528.97,709.425,5430.24
2020-03-04 21:00:00+01:00,37.53,62116.515,4862.9400000000005,13001.5825,11872.585,0.0,11174.47,431.06,0.22999999999999998,27.765,875.98,327.4525,1755.275,54.015,0.0,8061.967500000001,486.2875,194.48499999999999,0.6025,526.5325,720.95,6287.755
2020-03-04 22:00:00+01:00,33.92,58927.36,4786.28,12958.6275,11077.44,0.0,10071.105,431.06,0.2775,28.34,329.2225,805.2950000000001,1754.0124999999998,58.894999999999996,0.0,8063.535,463.015,183.215,0.535,521.22,821.7275,6900.545
2020-03-04 23:00:00+01:00,31.82,54652.1225,4734.9725,12654.3025,9767.587500000001,0.0,8120.0425000000005,431.06,0.26,28.87,802.5,727.5999999999999,1757.3274999999999,51.58,0.0,8061.67,463.27250000000004,186.0375,0.62,520.275,934.5325,7302.5
2020-03-05 00:00:00+01:00,30.24,52730.32,4697.0425,11646.442500000001,9368.6375,0.0,6767.18,431.06,0.255,29.1525,2433.2375,1591.2275,1753.9975,78.315,0.0,8064.75,429.86,179.93,0.48,523.41,806.41,7173.4125
2020-03-05 01:00:00+01:00,29.08,50599.3475,4671.9475,11247.1625,8939.4,0.0,5820.975,431.0575,0.2575,29.08,2278.0325000000003,2546.545,1745.18,54.45,0.0,8064.775,429.78499999999997,180.365,0.4425,524.87,598.5825,7061.02
2020-03-05 02:00:00+01:00,28.6,49441.615,4656.485,11393.869999999999,8968.9575,0.0,5432.355,431.06,0.24,29.07,2558.24,2866.4125,1739.8775,116.4125,0.0,8063.92,429.64750000000004,181.0425,0.4625,522.3075,435.35,6500.6475
2020-03-05 03:00:00+01:00,29.01,50284.545,4646.895,11474.2675,8979.9475,0.0,5762.1575,431.06,0.29500000000000004,28.89,2569.6525,2854.76,1733.6575,121.3225,0.0,8070.69,431.5475,182.35,0.4925,518.4475,260.1625,6163.5525
2020-03-05 04:00:00+01:00,30.1,51591.979999999996,4671.555,12134.630000000001,9503.0875,0.0,6229.797500000001,431.06,0.275,28.560000000000002,2216.1324999999997,2640.2875,1730.925,157.8525,0.0,8075.98,449.0675,189.51,0.5475,519.275,172.1175,5732.725
2020-03-05 05:00:00+01:00,31.55,54388.49,4719.51,12861.775,10012.627499999999,0.0,7650.8025,431.06,0.2475,27.8925,1313.685,848.9325,1722.3674999999998,136.7525,0.0,8078.285,466.1325,196.025,0.5675,526.655,115.47,5729.235
2020-03-05 06:00:00+01:00,37.91,61572.41,4791.7875,12966.157500000001,11140.4925,0.0,10059.06,431.06,0.24,27.095,979.3425,1042.595,1715.8525,160.59,0.0,8085.1625,481.1725,201.47,11.337499999999999,527.9225,46.11,6240.4975
